Method	Dataset	Metric	Value	Set
EpitopeVec	Corynebacterium	Specificity	0.884210526315789	NoLeakage
EpitopeVec	Corynebacterium	Balanced accuracy	0.565481886534518	NoLeakage
EpitopeVec	Corynebacterium	Accuracy	0.48995983935743	NoLeakage
EpitopeVec	C. trachomatis	AUC	0.568259163970095	NoLeakage
EpitopeVec	C. trachomatis	F1	0.595424836601307	NoLeakage
EpitopeVec	C. trachomatis	MCC	0.127359578708344	NoLeakage
EpitopeVec	C. trachomatis	PPV	0.654924514737599	NoLeakage
EpitopeVec	C. trachomatis	NPV	0.470300489168414	NoLeakage
EpitopeVec	C. trachomatis	Sensitivity	0.545835829838227	NoLeakage
EpitopeVec	C. trachomatis	Specificity	0.583694709453599	NoLeakage
EpitopeVec	C. trachomatis	Balanced accuracy	0.564765269645913	NoLeakage
EpitopeVec	C. trachomatis	Accuracy	0.561304039688164	NoLeakage
EpitopeVec	E. coli	AUC	0.661818181818182	NoLeakage
EpitopeVec	E. coli	F1	0.502708559046587	NoLeakage
EpitopeVec	E. coli	MCC	-0.280423989301628	NoLeakage
EpitopeVec	E. coli	PPV	0.640883977900553	NoLeakage
EpitopeVec	E. coli	NPV	0.120320855614973	NoLeakage
EpitopeVec	E. coli	Sensitivity	0.413547237076649	NoLeakage
EpitopeVec	E. coli	Specificity	0.257142857142857	NoLeakage
EpitopeVec	E. coli	Balanced accuracy	0.335345047109753	NoLeakage
EpitopeVec	E. coli	Accuracy	0.376358695652174	NoLeakage
EpitopeVec	Enterobacteriaceae	AUC	0.601877004799881	NoLeakage
EpitopeVec	Enterobacteriaceae	F1	0.473239436619718	NoLeakage
EpitopeVec	Enterobacteriaceae	MCC	0.134044975418022	NoLeakage
EpitopeVec	Enterobacteriaceae	PPV	0.450805008944544	NoLeakage
EpitopeVec	Enterobacteriaceae	NPV	0.680904522613065	NoLeakage
EpitopeVec	Enterobacteriaceae	Sensitivity	0.49802371541502	NoLeakage
EpitopeVec	Enterobacteriaceae	Specificity	0.638398115429918	NoLeakage
EpitopeVec	Enterobacteriaceae	Balanced accuracy	0.568210915422469	NoLeakage
EpitopeVec	Enterobacteriaceae	Accuracy	0.585977859778598	NoLeakage
EpitopeVec	Filoviridae	AUC	0.549524875836132	NoLeakage
EpitopeVec	Filoviridae	F1	0.510483135824977	NoLeakage
EpitopeVec	Filoviridae	MCC	0.0984924723158123	NoLeakage
EpitopeVec	Filoviridae	PPV	0.477001703577513	NoLeakage
EpitopeVec	Filoviridae	NPV	0.620462046204621	NoLeakage
EpitopeVec	Filoviridae	Sensitivity	0.549019607843137	NoLeakage
EpitopeVec	Filoviridae	Specificity	0.550512445095168	NoLeakage
EpitopeVec	Filoviridae	Balanced accuracy	0.549766026469153	NoLeakage
EpitopeVec	Filoviridae	Accuracy	0.549874266554904	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	AUC	0.522054131219353	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	F1	0.376445164775797	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	MCC	0.0345504926800905	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	PPV	0.323551263001486	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	NPV	0.708635554947311	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	Sensitivity	0.450012916559029	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	Specificity	0.587074829931973	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	Balanced accuracy	0.518543873245501	NoLeakage
EpitopeVec	Human Gammaherpesvirus 4	Accuracy	0.545268300370341	NoLeakage
EpitopeVec	Influenza A	AUC	0.488943488943489	NoLeakage
EpitopeVec	Influenza A	F1	0.511848341232227	NoLeakage
EpitopeVec	Influenza A	MCC	-0.0587734862854531	NoLeakage
EpitopeVec	Influenza A	PPV	0.521545319465082	NoLeakage
EpitopeVec	Influenza A	NPV	0.419866444073456	NoLeakage
EpitopeVec	Influenza A	Sensitivity	0.502505368647101	NoLeakage
EpitopeVec	Influenza A	Specificity	0.438535309503051	NoLeakage
EpitopeVec	Influenza A	Balanced accuracy	0.470520339075076	NoLeakage
EpitopeVec	Influenza A	Accuracy	0.473663522012579	NoLeakage
EpitopeVec	Lentivirus	AUC	0.608509142053446	NoLeakage
EpitopeVec	Lentivirus	F1	0.697749196141479	NoLeakage
EpitopeVec	Lentivirus	MCC	-0.00253950151010216	NoLeakage
EpitopeVec	Lentivirus	PPV	0.955947136563877	NoLeakage
EpitopeVec	Lentivirus	NPV	0.0430107526881721	NoLeakage
EpitopeVec	Lentivirus	Sensitivity	0.549367088607595	NoLeakage
EpitopeVec	Lentivirus	Specificity	0.444444444444444	NoLeakage
EpitopeVec	Lentivirus	Balanced accuracy	0.49690576652602	NoLeakage
EpitopeVec	Lentivirus	Accuracy	0.544794188861985	NoLeakage
EpitopeVec	Measles morbilivirus	AUC	0.506204819277108	NoLeakage
EpitopeVec	Measles morbilivirus	F1	0.613333333333333	NoLeakage
EpitopeVec	Measles morbilivirus	MCC	0.0163717713828878	NoLeakage
EpitopeVec	Measles morbilivirus	PPV	0.552	NoLeakage
EpitopeVec	Measles morbilivirus	NPV	0.46551724137931	NoLeakage
EpitopeVec	Measles morbilivirus	Sensitivity	0.69	NoLeakage
EpitopeVec	Measles morbilivirus	Specificity	0.325301204819277	NoLeakage
EpitopeVec	Measles morbilivirus	Balanced accuracy	0.507650602409639	NoLeakage
EpitopeVec	Measles morbilivirus	Accuracy	0.524590163934426	NoLeakage
EpitopeVec	Mononegavirales	AUC	0.517958065904581	NoLeakage
EpitopeVec	Mononegavirales	F1	0.512163892445583	NoLeakage
EpitopeVec	Mononegavirales	MCC	0.0441147401121413	NoLeakage
EpitopeVec	Mononegavirales	PPV	0.491702519975415	NoLeakage
EpitopeVec	Mononegavirales	NPV	0.552344251766217	NoLeakage
EpitopeVec	Mononegavirales	Sensitivity	0.53440213760855	NoLeakage
EpitopeVec	Mononegavirales	Specificity	0.509780675755779	NoLeakage
EpitopeVec	Mononegavirales	Balanced accuracy	0.522091406682165	NoLeakage
EpitopeVec	Mononegavirales	Accuracy	0.521356783919598	NoLeakage
EpitopeVec	M. tuberculosis	AUC	0.550751617581437	NoLeakage
EpitopeVec	M. tuberculosis	F1	0.520330578512397	NoLeakage
EpitopeVec	M. tuberculosis	MCC	-0.043077138516319	NoLeakage
EpitopeVec	M. tuberculosis	PPV	0.656380316930776	NoLeakage
EpitopeVec	M. tuberculosis	NPV	0.303152246814219	NoLeakage
EpitopeVec	M. tuberculosis	Sensitivity	0.430996714129244	NoLeakage
EpitopeVec	M. tuberculosis	Specificity	0.523148148148148	NoLeakage
EpitopeVec	M. tuberculosis	Balanced accuracy	0.477072431138696	NoLeakage
EpitopeVec	M. tuberculosis	Accuracy	0.460594795539033	NoLeakage
EpitopeVec	Orthopoxvirus	AUC	0.571969696969697	NoLeakage
EpitopeVec	Orthopoxvirus	F1	0.5	NoLeakage
EpitopeVec	Orthopoxvirus	MCC	-0.134074818161151	NoLeakage
EpitopeVec	Orthopoxvirus	PPV	0.7	NoLeakage
EpitopeVec	Orthopoxvirus	NPV	0.185185185185185	NoLeakage
EpitopeVec	Orthopoxvirus	Sensitivity	0.388888888888889	NoLeakage
EpitopeVec	Orthopoxvirus	Specificity	0.454545454545455	NoLeakage
EpitopeVec	Orthopoxvirus	Balanced accuracy	0.421717171717172	NoLeakage
EpitopeVec	Orthopoxvirus	Accuracy	0.404255319148936	NoLeakage
EpitopeVec	O. volvulus	AUC	0.533713900033474	NoLeakage
EpitopeVec	O. volvulus	F1	0.212418794379816	NoLeakage
EpitopeVec	O. volvulus	MCC	0.032186228645896	NoLeakage
EpitopeVec	O. volvulus	PPV	0.138413073439654	NoLeakage
EpitopeVec	O. volvulus	NPV	0.88324731482773	NoLeakage
EpitopeVec	O. volvulus	Sensitivity	0.456493506493507	NoLeakage
EpitopeVec	O. volvulus	Specificity	0.591333582368323	NoLeakage
EpitopeVec	O. volvulus	Balanced accuracy	0.523913544430915	NoLeakage
EpitopeVec	O. volvulus	Accuracy	0.574379490529066	NoLeakage
EpitopeVec	P. aeruginosa	AUC	0.57843137254902	NoLeakage
EpitopeVec	P. aeruginosa	F1	0.495412844036697	NoLeakage
EpitopeVec	P. aeruginosa	MCC	-0.107047802857579	NoLeakage
EpitopeVec	P. aeruginosa	PPV	0.442622950819672	NoLeakage
EpitopeVec	P. aeruginosa	NPV	0.447368421052632	NoLeakage
EpitopeVec	P. aeruginosa	Sensitivity	0.5625	NoLeakage
EpitopeVec	P. aeruginosa	Specificity	0.333333333333333	NoLeakage
EpitopeVec	P. aeruginosa	Balanced accuracy	0.447916666666667	NoLeakage
EpitopeVec	P. aeruginosa	Accuracy	0.444444444444444	NoLeakage
EpitopeVec	P. falciparum	AUC	0.564152602870143	NoLeakage
EpitopeVec	P. falciparum	F1	0.708145140827201	NoLeakage
EpitopeVec	P. falciparum	MCC	0.0585651909589734	NoLeakage
EpitopeVec	P. falciparum	PPV	0.828720750682979	NoLeakage
EpitopeVec	P. falciparum	NPV	0.218251088534107	NoLeakage
EpitopeVec	P. falciparum	Sensitivity	0.618199539252171	NoLeakage
EpitopeVec	P. falciparum	Specificity	0.454820415879017	NoLeakage
EpitopeVec	P. falciparum	Balanced accuracy	0.536509977565594	NoLeakage
EpitopeVec	P. falciparum	Accuracy	0.58717967123681	NoLeakage
EpitopeVec	S. mansoni	AUC	0.492478983398381	NoLeakage
EpitopeVec	S. mansoni	F1	0.297502714440825	NoLeakage
EpitopeVec	S. mansoni	MCC	0.0350325185085382	NoLeakage
EpitopeVec	S. mansoni	PPV	0.236381562731082	NoLeakage
EpitopeVec	S. mansoni	NPV	0.793566070398153	NoLeakage
EpitopeVec	S. mansoni	Sensitivity	0.401255230125523	NoLeakage
EpitopeVec	S. mansoni	Specificity	0.639725549482498	NoLeakage
EpitopeVec	S. mansoni	Balanced accuracy	0.520490389804011	NoLeakage
EpitopeVec	S. mansoni	Accuracy	0.587860587860588	NoLeakage
EpitopeVec	T. gondii	AUC	0.697125926795104	NoLeakage
EpitopeVec	T. gondii	F1	0.661775495231108	NoLeakage
EpitopeVec	T. gondii	MCC	0.277720108715187	NoLeakage
EpitopeVec	T. gondii	PPV	0.644285714285714	NoLeakage
EpitopeVec	T. gondii	NPV	0.63448275862069	NoLeakage
EpitopeVec	T. gondii	Sensitivity	0.680241327300151	NoLeakage
EpitopeVec	T. gondii	Specificity	0.596434359805511	NoLeakage
EpitopeVec	T. gondii	Balanced accuracy	0.638337843552831	NoLeakage
EpitopeVec	T. gondii	Accuracy	0.63984375	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	AUC	0.588340008900757	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	F1	0.8359375	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	MCC	0	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	PPV	0.718120805369127	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	NPV	0	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	Sensitivity	1	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	Specificity	0	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	Balanced accuracy	0.5	NoLeakage
NPTransfer(ESM-1b)	B. pertussis	Accuracy	0.718120805369127	NoLeakage
NPTransfer(ESM-1b)	C. difficile	AUC	0.58426277730114	NoLeakage
NPTransfer(ESM-1b)	C. difficile	F1	0.170833333333333	NoLeakage
NPTransfer(ESM-1b)	C. difficile	MCC	0	NoLeakage
NPTransfer(ESM-1b)	C. difficile	PPV	0.0933940774487472	NoLeakage
NPTransfer(ESM-1b)	C. difficile	NPV	0	NoLeakage
NPTransfer(ESM-1b)	C. difficile	Sensitivity	1	NoLeakage
NPTransfer(ESM-1b)	C. difficile	Specificity	0	NoLeakage
NPTransfer(ESM-1b)	C. difficile	Balanced accuracy	0.5	NoLeakage
NPTransfer(ESM-1b)	C. difficile	Accuracy	0.0933940774487472	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	AUC	0.550154320987654	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	F1	0.359550561797753	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	MCC	-0.0220507752418897	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	PPV	0.457142857142857	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	NPV	0.518987341772152	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	Sensitivity	0.296296296296296	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	Specificity	0.683333333333333	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	Balanced accuracy	0.489814814814815	NoLeakage
NPTransfer(ESM-1b)	Corynebacterium	Accuracy	0.5	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	AUC	0.775484751506024	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	F1	0.711382113821138	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	MCC	0.439511088461213	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	PPV	0.741525423728813	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	NPV	0.698884758364312	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	Sensitivity	0.68359375	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	Specificity	0.755020080321285	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	Balanced accuracy	0.719306915160643	NoLeakage
NPTransfer(ESM-1b)	C. trachomatis	Accuracy	0.718811881188119	NoLeakage
NPTransfer(ESM-1b)	E. coli	AUC	0.830400338655056	NoLeakage
NPTransfer(ESM-1b)	E. coli	F1	0.874285714285714	NoLeakage
NPTransfer(ESM-1b)	E. coli	MCC	0.349229268676267	NoLeakage
NPTransfer(ESM-1b)	E. coli	PPV	0.788659793814433	NoLeakage
NPTransfer(ESM-1b)	E. coli	NPV	0.8	NoLeakage
NPTransfer(ESM-1b)	E. coli	Sensitivity	0.980769230769231	NoLeakage
NPTransfer(ESM-1b)	E. coli	Specificity	0.226415094339623	NoLeakage
NPTransfer(ESM-1b)	E. coli	Balanced accuracy	0.603592162554427	NoLeakage
NPTransfer(ESM-1b)	E. coli	Accuracy	0.789473684210526	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	AUC	0.728238713637921	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	F1	0.61941251596424	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	MCC	-0.11276508519086	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	PPV	0.459715639810427	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	NPV	0.212121212121212	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	Sensitivity	0.949119373776908	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	Specificity	0.0121317157712305	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	Balanced accuracy	0.480625544774069	NoLeakage
NPTransfer(ESM-1b)	Enterobacteriaceae	Accuracy	0.452205882352941	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	AUC	0.966258081896552	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	F1	0.742424242424242	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	MCC	0.715986861403242	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	PPV	0.662162162162162	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	NPV	0.981854838709677	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	Sensitivity	0.844827586206897	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	Specificity	0.951171875	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	Balanced accuracy	0.897999730603448	NoLeakage
NPTransfer(ESM-1b)	Filoviridae	Accuracy	0.940350877192982	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	AUC	0.59328752914112	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	F1	0.42911877394636	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	MCC	0.208733447042548	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	PPV	0.647398843930636	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	NPV	0.6013456686291	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Sensitivity	0.320916905444126	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Specificity	0.854241338112306	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Balanced accuracy	0.587579121778216	NoLeakage
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Accuracy	0.611726384364821	NoLeakage
NPTransfer(ESM-1b)	Influenza A	AUC	0.631682577008856	NoLeakage
NPTransfer(ESM-1b)	Influenza A	F1	0.814262023217247	NoLeakage
NPTransfer(ESM-1b)	Influenza A	MCC	0.099241625856968	NoLeakage
NPTransfer(ESM-1b)	Influenza A	PPV	0.768388106416275	NoLeakage
NPTransfer(ESM-1b)	Influenza A	NPV	0.35042735042735	NoLeakage
NPTransfer(ESM-1b)	Influenza A	Sensitivity	0.865961199294533	NoLeakage
NPTransfer(ESM-1b)	Influenza A	Specificity	0.216931216931217	NoLeakage
NPTransfer(ESM-1b)	Influenza A	Balanced accuracy	0.541446208112875	NoLeakage
NPTransfer(ESM-1b)	Influenza A	Accuracy	0.703703703703704	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	AUC	0.647683397683398	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	F1	0.847058823529412	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	MCC	0.468851732528178	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	PPV	0.75	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	NPV	0.878787878787879	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	Sensitivity	0.972972972972973	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	Specificity	0.376623376623377	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	Balanced accuracy	0.674798174798175	NoLeakage
NPTransfer(ESM-1b)	Lentivirus	Accuracy	0.768888888888889	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	AUC	0.599479166666667	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	F1	0.64	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	MCC	0.197100608958778	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	PPV	0.533333333333333	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	NPV	0.682242990654206	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	Sensitivity	0.8	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	Specificity	0.380208333333333	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	Balanced accuracy	0.590104166666667	NoLeakage
NPTransfer(ESM-1b)	Measles morbilivirus	Accuracy	0.577348066298343	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	AUC	0.739081877652562	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	F1	0.547028274668205	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	MCC	0.208712700843372	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	PPV	0.38474025974026	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	NPV	0.885106382978723	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	Sensitivity	0.946107784431138	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	Specificity	0.215320910973085	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	Balanced accuracy	0.580714347702111	NoLeakage
NPTransfer(ESM-1b)	Mononegavirales	Accuracy	0.464894342194956	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	AUC	0.559649714437102	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	F1	0.57760663507109	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	MCC	-0.0556824775315637	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	PPV	0.500770416024653	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	NPV	0.438118811881188	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	Sensitivity	0.682295311406578	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	Specificity	0.266968325791855	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	Balanced accuracy	0.474631818599217	NoLeakage
NPTransfer(ESM-1b)	M. tuberculosis	Accuracy	0.482395644283122	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	AUC	0.56392621703854	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	F1	0.273972602739726	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	MCC	-0.0197606372525227	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	PPV	0.170940170940171	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	NPV	0.8125	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	Sensitivity	0.689655172413793	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	Specificity	0.286764705882353	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	Balanced accuracy	0.488209939148073	NoLeakage
NPTransfer(ESM-1b)	Orthopoxvirus	Accuracy	0.357575757575758	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	AUC	0.635519425161369	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	F1	0.347249834327369	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	MCC	0.210153153809439	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	PPV	0.227430555555556	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	NPV	0.922701383238405	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	Sensitivity	0.733893557422969	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	Specificity	0.560276679841897	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	Balanced accuracy	0.647085118632433	NoLeakage
NPTransfer(ESM-1b)	O. volvulus	Accuracy	0.586308273834523	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	AUC	0.789749345304901	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	F1	0.581196581196581	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	MCC	0.350407345771308	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	PPV	0.944444444444444	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	NPV	0.397435897435897	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	Sensitivity	0.419753086419753	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	Specificity	0.939393939393939	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	Balanced accuracy	0.679573512906846	NoLeakage
NPTransfer(ESM-1b)	P. aeruginosa	Accuracy	0.570175438596491	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	AUC	0.785573927435581	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	F1	0.783640081799591	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	MCC	0.437470370500401	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	PPV	0.795020746887967	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	NPV	0.638693145419603	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	Sensitivity	0.77258064516129	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	Specificity	0.668678739101274	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	Balanced accuracy	0.720629692131282	NoLeakage
NPTransfer(ESM-1b)	P. falciparum	Accuracy	0.733568370687484	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	AUC	0.555681174720476	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	F1	0.22	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	MCC	0.119521307591149	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	PPV	0.455172413793104	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	NPV	0.732646048109966	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	Sensitivity	0.145054945054945	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	Specificity	0.931004366812227	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	Balanced accuracy	0.538029655933586	NoLeakage
NPTransfer(ESM-1b)	S. mansoni	Accuracy	0.7075	NoLeakage
NPTransfer(ESM-1b)	T. gondii	AUC	0.602056359482102	NoLeakage
NPTransfer(ESM-1b)	T. gondii	F1	0.718204488778055	NoLeakage
NPTransfer(ESM-1b)	T. gondii	MCC	0.107532144776619	NoLeakage
NPTransfer(ESM-1b)	T. gondii	PPV	0.723618090452261	NoLeakage
NPTransfer(ESM-1b)	T. gondii	NPV	0.382978723404255	NoLeakage
NPTransfer(ESM-1b)	T. gondii	Sensitivity	0.712871287128713	NoLeakage
NPTransfer(ESM-1b)	T. gondii	Specificity	0.395604395604396	NoLeakage
NPTransfer(ESM-1b)	T. gondii	Balanced accuracy	0.554237841366554	NoLeakage
NPTransfer(ESM-1b)	T. gondii	Accuracy	0.614334470989761	NoLeakage
NPTransfer(ESM2)	B. pertussis	AUC	0.628727191811304	NoLeakage
NPTransfer(ESM2)	B. pertussis	F1	0.6875	NoLeakage
NPTransfer(ESM2)	B. pertussis	MCC	-0.255004139519285	NoLeakage
NPTransfer(ESM2)	B. pertussis	PPV	0.658119658119658	NoLeakage
NPTransfer(ESM2)	B. pertussis	NPV	0.0625	NoLeakage
NPTransfer(ESM2)	B. pertussis	Sensitivity	0.719626168224299	NoLeakage
NPTransfer(ESM2)	B. pertussis	Specificity	0.0476190476190476	NoLeakage
NPTransfer(ESM2)	B. pertussis	Balanced accuracy	0.383622607921673	NoLeakage
NPTransfer(ESM2)	B. pertussis	Accuracy	0.530201342281879	NoLeakage
NPTransfer(ESM2)	C. difficile	AUC	0.510846917514401	NoLeakage
NPTransfer(ESM2)	C. difficile	F1	0.0879120879120879	NoLeakage
NPTransfer(ESM2)	C. difficile	MCC	-0.0165026642208641	NoLeakage
NPTransfer(ESM2)	C. difficile	PPV	0.08	NoLeakage
NPTransfer(ESM2)	C. difficile	NPV	0.904884318766067	NoLeakage
NPTransfer(ESM2)	C. difficile	Sensitivity	0.0975609756097561	NoLeakage
NPTransfer(ESM2)	C. difficile	Specificity	0.884422110552764	NoLeakage
NPTransfer(ESM2)	C. difficile	Balanced accuracy	0.49099154308126	NoLeakage
NPTransfer(ESM2)	C. difficile	Accuracy	0.810933940774487	NoLeakage
NPTransfer(ESM2)	Corynebacterium	AUC	0.595524691358025	NoLeakage
NPTransfer(ESM2)	Corynebacterium	F1	0.623188405797101	NoLeakage
NPTransfer(ESM2)	Corynebacterium	MCC	0.128087960297571	NoLeakage
NPTransfer(ESM2)	Corynebacterium	PPV	0.511904761904762	NoLeakage
NPTransfer(ESM2)	Corynebacterium	NPV	0.633333333333333	NoLeakage
NPTransfer(ESM2)	Corynebacterium	Sensitivity	0.796296296296296	NoLeakage
NPTransfer(ESM2)	Corynebacterium	Specificity	0.316666666666667	NoLeakage
NPTransfer(ESM2)	Corynebacterium	Balanced accuracy	0.556481481481481	NoLeakage
NPTransfer(ESM2)	Corynebacterium	Accuracy	0.543859649122807	NoLeakage
NPTransfer(ESM2)	C. trachomatis	AUC	0.768323293172691	NoLeakage
NPTransfer(ESM2)	C. trachomatis	F1	0.695984703632887	NoLeakage
NPTransfer(ESM2)	C. trachomatis	MCC	0.370147356436548	NoLeakage
NPTransfer(ESM2)	C. trachomatis	PPV	0.681647940074906	NoLeakage
